Currency in USD,,,,,,
Date,Open,High,Low,Close*,Adj. close**,Volume
26-Jul-21,"4,409.58","4,422.73","4,405.45","4,422.30","4,422.30","2,679,110,000"
23-Jul-21,"4,381.20","4,415.18","4,381.20","4,411.79","4,411.79","3,490,730,000"
22-Jul-21,"4,361.27","4,369.87","4,350.06","4,367.48","4,367.48","2,907,910,000"
21-Jul-21,"4,331.13","4,359.70","4,331.13","4,358.69","4,358.69","3,078,550,000"
20-Jul-21,"4,265.11","4,336.84","4,262.05","4,323.06","4,323.06","3,634,190,000"
19-Jul-21,"4,296.40","4,296.40","4,233.13","4,258.49","4,258.49","4,155,790,000"
16-Jul-21,"4,367.43","4,375.09","4,322.53","4,327.16","4,327.16","3,165,160,000"
15-Jul-21,"4,369.02","4,369.02","4,340.70","4,360.03","4,360.03","3,226,930,000"
14-Jul-21,"4,380.11","4,393.68","4,362.36","4,374.30","4,374.30","3,213,870,000"
13-Jul-21,"4,381.07","4,392.37","4,366.92","4,369.21","4,369.21","3,166,900,000"
12-Jul-21,"4,372.41","4,386.68","4,364.03","4,384.63","4,384.63","2,983,980,000"
9-Jul-21,"4,329.38","4,371.60","4,329.38","4,369.55","4,369.55","2,738,280,000"
8-Jul-21,"4,321.07","4,330.88","4,289.37","4,320.82","4,320.82","3,393,780,000"
7-Jul-21,"4,351.01","4,361.88","4,329.79","4,358.13","4,358.13","3,243,900,000"
6-Jul-21,"4,356.46","4,356.46","4,314.37","4,343.54","4,343.54","3,437,900,000"
2-Jul-21,"4,326.60","4,355.43","4,326.60","4,352.34","4,352.34","2,628,550,000"
1-Jul-21,"4,300.73","4,320.66","4,300.73","4,319.94","4,319.94","3,077,580,000"
30-Jun-21,"4,290.65","4,302.43","4,287.96","4,297.50","4,297.50","3,687,880,000"
29-Jun-21,"4,293.21","4,300.52","4,287.04","4,291.80","4,291.80","3,049,560,000"
28-Jun-21,"4,284.90","4,292.14","4,274.67","4,290.61","4,290.61","3,415,610,000"
25-Jun-21,"4,274.45","4,286.12","4,271.16","4,280.70","4,280.70","6,248,390,000"
24-Jun-21,"4,256.97","4,271.28","4,256.97","4,266.49","4,266.49","3,141,680,000"
23-Jun-21,"4,249.27","4,256.60","4,241.43","4,241.84","4,241.84","3,172,440,000"
22-Jun-21,"4,224.61","4,255.84","4,217.27","4,246.44","4,246.44","3,208,760,000"
21-Jun-21,"4,173.40","4,226.24","4,173.40","4,224.79","4,224.79","3,391,740,000"
18-Jun-21,"4,204.78","4,204.78","4,164.40","4,166.45","4,166.45","6,084,980,000"
17-Jun-21,"4,220.37","4,232.29","4,196.05","4,221.86","4,221.86","3,952,110,000"
16-Jun-21,"4,248.87","4,251.89","4,202.45","4,223.70","4,223.70","3,722,050,000"
15-Jun-21,"4,255.28","4,257.16","4,238.35","4,246.59","4,246.59","3,578,450,000"
14-Jun-21,"4,248.31","4,255.59","4,234.07","4,255.15","4,255.15","3,612,050,000"
11-Jun-21,"4,242.90","4,248.38","4,232.25","4,247.44","4,247.44","3,204,280,000"
10-Jun-21,"4,228.56","4,249.74","4,220.34","4,239.18","4,239.18","3,502,480,000"
9-Jun-21,"4,232.99","4,237.09","4,218.74","4,219.55","4,219.55","3,902,870,000"
8-Jun-21,"4,233.81","4,236.74","4,208.41","4,227.26","4,227.26","3,943,870,000"
7-Jun-21,"4,229.34","4,232.34","4,215.66","4,226.52","4,226.52","3,835,570,000"
4-Jun-21,"4,206.05","4,233.45","4,206.05","4,229.89","4,229.89","3,487,070,000"
3-Jun-21,"4,191.43","4,204.39","4,167.93","4,192.85","4,192.85","4,579,450,000"
2-Jun-21,"4,206.82","4,217.37","4,198.27","4,208.12","4,208.12","4,860,930,000"
1-Jun-21,"4,216.52","4,234.12","4,197.59","4,202.04","4,202.04","4,122,960,000"
28-May-21,"4,210.77","4,218.36","4,203.57","4,204.11","4,204.11","4,199,270,000"
27-May-21,"4,201.94","4,213.38","4,197.78","4,200.88","4,200.88","5,201,110,000"
26-May-21,"4,191.59","4,202.61","4,184.11","4,195.99","4,195.99","3,674,490,000"
25-May-21,"4,205.94","4,213.42","4,182.52","4,188.13","4,188.13","3,420,870,000"
24-May-21,"4,170.16","4,209.52","4,170.16","4,197.05","4,197.05","2,947,400,000"
21-May-21,"4,168.61","4,188.72","4,151.72","4,155.86","4,155.86","3,344,620,000"
20-May-21,"4,121.97","4,172.80","4,121.97","4,159.12","4,159.12","3,019,060,000"
19-May-21,"4,098.45","4,116.93","4,061.41","4,115.68","4,115.68","3,485,550,000"
18-May-21,"4,165.94","4,169.15","4,125.99","4,127.83","4,127.83","3,559,790,000"
17-May-21,"4,169.92","4,171.92","4,142.69","4,163.29","4,163.29","3,307,130,000"
14-May-21,"4,129.58","4,183.13","4,129.58","4,173.85","4,173.85","3,251,920,000"
13-May-21,"4,074.99","4,131.58","4,074.99","4,112.50","4,112.50","3,687,780,000"
12-May-21,"4,130.55","4,134.73","4,056.88","4,063.04","4,063.04","3,735,080,000"
11-May-21,"4,150.34","4,162.04","4,111.53","4,152.10","4,152.10","3,593,110,000"
10-May-21,"4,228.29","4,236.39","4,188.13","4,188.43","4,188.43","3,678,970,000"
7-May-21,"4,210.34","4,238.04","4,201.64","4,232.60","4,232.60","4,013,060,000"
6-May-21,"4,169.14","4,202.70","4,147.33","4,201.62","4,201.62","4,504,860,000"
5-May-21,"4,177.06","4,187.72","4,160.94","4,167.59","4,167.59","4,029,050,000"
4-May-21,"4,179.04","4,179.04","4,128.59","4,164.66","4,164.66","4,441,080,000"
3-May-21,"4,191.98","4,209.39","4,188.03","4,192.66","4,192.66","4,061,170,000"
30-Apr-21,"4,198.10","4,198.10","4,174.85","4,181.17","4,181.17","4,273,680,000"
29-Apr-21,"4,206.14","4,218.78","4,176.81","4,211.47","4,211.47","4,288,940,000"
28-Apr-21,"4,185.14","4,201.53","4,181.78","4,183.18","4,183.18","3,772,390,000"
27-Apr-21,"4,188.25","4,193.35","4,176.22","4,186.72","4,186.72","3,703,240,000"
26-Apr-21,"4,185.03","4,194.19","4,182.36","4,187.62","4,187.62","3,738,920,000"
23-Apr-21,"4,138.78","4,194.17","4,138.78","4,180.17","4,180.17","3,568,080,000"
22-Apr-21,"4,170.46","4,179.57","4,123.69","4,134.98","4,134.98","4,235,040,000"
21-Apr-21,"4,128.42","4,175.02","4,126.35","4,173.42","4,173.42","3,865,820,000"
20-Apr-21,"4,159.18","4,159.18","4,118.38","4,134.94","4,134.94","4,338,230,000"
19-Apr-21,"4,179.80","4,180.81","4,150.47","4,163.26","4,163.26","3,788,020,000"
16-Apr-21,"4,174.14","4,191.31","4,170.75","4,185.47","4,185.47","4,157,430,000"
15-Apr-21,"4,139.76","4,173.49","4,139.76","4,170.42","4,170.42","4,027,680,000"
14-Apr-21,"4,141.58","4,151.69","4,120.87","4,124.66","4,124.66","3,976,540,000"
13-Apr-21,"4,130.10","4,148.00","4,124.43","4,141.59","4,141.59","3,728,440,000"
12-Apr-21,"4,124.71","4,131.76","4,114.82","4,127.99","4,127.99","3,578,500,000"
9-Apr-21,"4,096.11","4,129.48","4,095.51","4,128.80","4,128.80","3,634,910,000"
8-Apr-21,"4,089.95","4,098.19","4,082.54","4,097.17","4,097.17","3,901,910,000"
7-Apr-21,"4,074.29","4,083.13","4,068.31","4,079.95","4,079.95","4,112,640,000"
6-Apr-21,"4,075.57","4,086.23","4,068.14","4,073.94","4,073.94","4,027,880,000"
5-Apr-21,"4,034.44","4,083.42","4,034.44","4,077.91","4,077.91","3,999,760,000"
1-Apr-21,"3,992.78","4,020.63","3,992.78","4,019.87","4,019.87","4,151,240,000"
31-Mar-21,"3,967.25","3,994.41","3,966.98","3,972.89","3,972.89","4,564,980,000"
30-Mar-21,"3,963.34","3,968.01","3,944.35","3,958.55","3,958.55","4,103,570,000"
29-Mar-21,"3,969.31","3,981.83","3,943.25","3,971.09","3,971.09","4,619,840,000"
26-Mar-21,"3,917.12","3,978.19","3,917.12","3,974.54","3,974.54","5,467,850,000"
25-Mar-21,"3,879.34","3,919.54","3,853.50","3,909.52","3,909.52","4,940,800,000"
24-Mar-21,"3,919.93","3,942.08","3,889.07","3,889.14","3,889.14","4,766,990,000"
23-Mar-21,"3,937.60","3,949.13","3,901.57","3,910.52","3,910.52","4,645,340,000"
22-Mar-21,"3,916.48","3,955.31","3,914.16","3,940.59","3,940.59","4,311,380,000"
19-Mar-21,"3,913.14","3,930.12","3,886.75","3,913.10","3,913.10","7,725,050,000"
18-Mar-21,"3,953.50","3,969.62","3,910.86","3,915.46","3,915.46","4,043,170,000"
17-Mar-21,"3,949.57","3,983.87","3,935.74","3,974.12","3,974.12","4,541,620,000"
16-Mar-21,"3,973.59","3,981.04","3,953.44","3,962.71","3,962.71","4,604,870,000"
15-Mar-21,"3,942.96","3,970.08","3,923.54","3,968.94","3,968.94","4,882,190,000"
12-Mar-21,"3,924.52","3,944.99","3,915.21","3,943.34","3,943.34","4,469,240,000"
11-Mar-21,"3,915.54","3,960.27","3,915.54","3,939.34","3,939.34","5,300,010,000"
10-Mar-21,"3,891.99","3,917.35","3,885.73","3,898.81","3,898.81","5,827,250,000"
9-Mar-21,"3,851.93","3,903.76","3,851.93","3,875.44","3,875.44","5,496,340,000"
8-Mar-21,"3,844.39","3,881.06","3,819.25","3,821.35","3,821.35","5,852,240,000"
5-Mar-21,"3,793.58","3,851.69","3,730.19","3,841.94","3,841.94","6,842,570,000"
4-Mar-21,"3,818.53","3,843.67","3,723.34","3,768.47","3,768.47","7,142,240,000"
3-Mar-21,"3,863.99","3,874.47","3,818.86","3,819.72","3,819.72","6,150,790,000"
2-Mar-21,"3,903.64","3,906.41","3,868.57","3,870.29","3,870.29","5,493,690,000"
1-Mar-21,"3,842.51","3,914.50","3,842.51","3,901.82","3,901.82","5,071,540,000"
26-Feb-21,"3,839.66","3,861.08","3,789.54","3,811.15","3,811.15","6,512,950,000"
25-Feb-21,"3,915.80","3,925.02","3,814.04","3,829.34","3,829.34","6,513,060,000"
24-Feb-21,"3,873.71","3,928.65","3,859.60","3,925.43","3,925.43","5,942,350,000"
23-Feb-21,"3,857.07","3,895.98","3,805.59","3,881.37","3,881.37","6,280,650,000"
22-Feb-21,"3,885.55","3,902.92","3,874.71","3,876.50","3,876.50","5,870,190,000"
19-Feb-21,"3,921.16","3,930.41","3,903.07","3,906.71","3,906.71","4,823,940,000"
18-Feb-21,"3,915.86","3,921.98","3,885.03","3,913.97","3,913.97","4,773,430,000"
17-Feb-21,"3,918.50","3,933.61","3,900.43","3,931.33","3,931.33","4,718,280,000"
